video_id,trending_date,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_name
2kyS6SvSYSE,11/14/2017,CaseyNeistat,22,2017-11-13T17:13:01.000Z,748374,57527,2966,15954,FALSE,FALSE,People & Blogs
1ZAPwfrtAFY,11/14/2017,LastWeekTonight,24,2017-11-13T07:30:00.000Z,2418783,97185,6146,12703,FALSE,FALSE,Entertainment
5qpjK5DgCt4,11/14/2017,Rudy Mancuso,23,2017-11-12T19:05:24.000Z,3191434,146033,5339,8181,FALSE,FALSE,Comedy
puqaWrEC7tY,11/14/2017,Good Mythical Morning,24,2017-11-13T11:00:04.000Z,343168,10172,666,2146,FALSE,FALSE,Entertainment
d380meD0W0M,11/14/2017,nigahiga,24,2017-11-12T18:01:41.000Z,2095731,132235,1989,17518,FALSE,FALSE,Entertainment
gHZ1Qz0KiKM,11/14/2017,iJustine,28,2017-11-13T19:07:23.000Z,119180,9763,511,1434,FALSE,FALSE,Science & Technology
39idVpFF7NQ,11/14/2017,Saturday Night Live,24,2017-11-12T05:37:17.000Z,2103417,15993,2445,1970,FALSE,FALSE,Entertainment
nc99ccSXST0,11/14/2017,CrazyRussianHacker,28,2017-11-12T21:50:37.000Z,817732,23663,778,3432,FALSE,FALSE,Science & Technology
jr9QtXwC9vc,11/14/2017,20th Century Fox,1,2017-11-13T14:00:23.000Z,826059,3543,119,340,FALSE,FALSE,Film & Animation
TUmyygCMMGA,11/14/2017,Vox,25,2017-11-13T13:45:16.000Z,256426,12654,1363,2368,FALSE,FALSE,News & Politics
9wRQljFNDW8,11/14/2017,NFL,17,2017-11-13T02:05:26.000Z,81377,655,25,177,FALSE,FALSE,Sports
VifQlJit6A0,11/14/2017,amc,24,2017-11-13T03:00:00.000Z,104578,1576,303,1279,FALSE,FALSE,Entertainment
5E4ZBSInqUU,11/14/2017,marshmello,10,2017-11-13T17:00:00.000Z,687582,114188,1333,8371,FALSE,FALSE,Music
GgVmn66oK_A,11/14/2017,NowThis World,25,2017-11-12T14:00:00.000Z,544770,7848,1171,3981,FALSE,FALSE,News & Politics
TaTleo4cOs8,11/14/2017,The king of DIY,15,2017-11-12T18:30:01.000Z,207532,7473,246,2120,FALSE,FALSE,Pets & Animals
kgaO45SyaO4,11/14/2017,BostonDynamics,28,2017-11-13T20:09:58.000Z,75752,9419,52,1230,FALSE,FALSE,Science & Technology
ZAQs-ctOqXQ,11/14/2017,Cracked,23,2017-11-12T17:00:05.000Z,295639,8011,638,1256,FALSE,FALSE,Comedy
YVfyYrEmzgM,11/14/2017,TED-Ed,27,2017-11-13T16:00:07.000Z,78044,5398,53,385,FALSE,FALSE,Education
eNSN6qet1kE,11/14/2017,PeterSripol,28,2017-11-13T15:30:17.000Z,97007,11963,36,2211,FALSE,FALSE,Science & Technology
B5HORANmzHw,11/14/2017,SciShow,27,2017-11-12T22:00:01.000Z,223871,8421,191,1214,FALSE,FALSE,Education
vU14JY3x81A,11/14/2017,Life Noggin,27,2017-11-13T14:00:03.000Z,115791,9586,75,2800,FALSE,FALSE,Education
6VhU_T463sU,11/14/2017,Tested,28,2017-11-12T15:00:01.000Z,224019,3585,138,208,FALSE,FALSE,Science & Technology
_-aDHxoblr4,11/14/2017,Tom Scott,27,2017-11-13T16:00:03.000Z,144418,11758,89,1014,FALSE,FALSE,Education
JBZTZZAcFTw,11/14/2017,Refinery29,26,2017-11-12T16:00:01.000Z,145921,1707,578,673,FALSE,FALSE,How to & Style
lZ68j2J_GOM,11/14/2017,Gus Johnson,23,2017-11-13T14:44:24.000Z,33980,4884,52,234,FALSE,FALSE,Comedy
dRpNZV18N_g,11/14/2017,HellthyJunkFood,24,2017-11-12T14:00:04.000Z,223077,8676,193,1392,FALSE,FALSE,Entertainment
fcVjitaM3LY,11/14/2017,Numberphile,28,2017-11-13T12:13:36.000Z,80705,4687,41,437,FALSE,FALSE,Science & Technology
qeWvgZLz9yU,11/14/2017,JerryRigEverything,26,2017-11-13T16:00:03.000Z,120727,9033,224,1346,FALSE,FALSE,How to & Style
iIxy3JN3-jc,11/14/2017,Cleveland Cavaliers on cleveland.com,25,2017-11-13T15:42:28.000Z,27943,156,36,83,FALSE,FALSE,News & Politics
n30k5CwLhS4,11/14/2017,FaeryInLoveInc,1,2011-05-29T17:03:12.000Z,50867,715,238,246,FALSE,FALSE,Film & Animation
U0hAC8O7RoI,11/14/2017,hp_overload,2,2017-11-13T01:43:12.000Z,98378,4035,495,486,FALSE,FALSE,Autos & Vehicles
CBVGjS_EJok,11/14/2017,Amazon.co.uk,24,2017-11-06T17:52:50.000Z,26000,119,69,0,TRUE,FALSE,Entertainment
n1WpP7iowLc,11/14/2017,EminemVEVO,10,2017-11-10T17:00:03.000Z,17158531,787419,43420,125882,FALSE,FALSE,Music
hz7ukDjuq4w,11/14/2017,officer401,24,2017-11-12T23:41:37.000Z,67661,3781,84,626,FALSE,FALSE,Entertainment
p2hJxyF7mok,11/14/2017,Emirates,19,2017-11-12T05:55:42.000Z,141148,1661,70,236,FALSE,FALSE,Travel & Events
0mlNzVSJrT0,11/14/2017,Nobrand,22,2017-04-21T06:47:32.000Z,98966,2486,184,532,FALSE,FALSE,People & Blogs
Om_zGhJLZ5U,11/14/2017,Screen Junkies,1,2017-11-12T18:00:03.000Z,288922,7515,792,2111,FALSE,FALSE,Film & Animation
e_7zHm7GsYc,11/14/2017,Hunter Hayes,10,2017-11-13T15:01:18.000Z,13917,1318,24,76,FALSE,FALSE,Music
dQvIbulWCM4,11/14/2017,Niki and Gabi,23,2017-11-12T23:41:48.000Z,605932,38397,1387,3412,FALSE,FALSE,Comedy
zZ9FciUx6gs,11/14/2017,Nickelback,10,2017-11-13T15:31:44.000Z,57169,6927,161,565,FALSE,FALSE,Music
PaJCFHXcWmM,11/14/2017,U2VEVO,10,2017-11-13T17:00:04.000Z,60506,5389,106,455,FALSE,FALSE,Music
goP4Z5wyOlM,11/14/2017,BBC News,25,2017-11-12T21:16:40.000Z,34785,308,26,413,FALSE,FALSE,News & Politics
NZFhMSgbKKM,11/14/2017,Ben Rohrbach,17,2017-11-13T15:11:00.000Z,945,7,5,8,FALSE,FALSE,Sports
0tO_l_Ed5Rs,11/14/2017,MatthewSantoro,10,2017-11-11T16:00:01.000Z,328330,15186,15448,7484,FALSE,FALSE,Music
STI2fI7sKMo,11/14/2017,Shawn Johnson East,22,2017-11-11T15:00:03.000Z,321053,4451,1772,895,FALSE,FALSE,People & Blogs
BWPrk9PUwQE,11/14/2017,dope2111,26,2017-11-12T00:45:54.000Z,1456472,33505,1660,2160,FALSE,FALSE,How to & Style
ogYum4kWXgk,11/14/2017,People are Awesome,24,2017-11-13T13:00:06.000Z,69844,3417,33,160,FALSE,FALSE,Entertainment
zNqCVTs38nU,11/14/2017,D3sports.com,17,2017-11-13T02:15:30.000Z,4569,35,18,19,FALSE,FALSE,Sports
DM-ni_LSOFE,11/14/2017,FBE,24,2017-11-10T23:05:25.000Z,2045386,45406,2842,8309,FALSE,FALSE,Entertainment
0PpNlNJ6Nng,11/14/2017,Simply Nailogical,24,2017-11-11T19:03:43.000Z,1842393,99086,1339,11800,FALSE,FALSE,Entertainment
c-3JxzN2u34,11/14/2017,CBS Sunday Morning,25,2017-11-12T15:05:55.000Z,6473,205,6,15,FALSE,FALSE,News & Politics
069D0NmW39o,11/14/2017,WWE,17,2017-11-11T15:00:00.000Z,1044813,15397,838,1100,FALSE,FALSE,Sports
9t9u_yPEidY,11/14/2017,JenniferLopezVEVO,10,2017-11-10T15:00:00.000Z,9548677,190083,15015,11473,FALSE,FALSE,Music
KODzih-pYlU,11/14/2017,Grace Helbig,22,2017-11-11T18:08:04.000Z,197062,7250,217,456,FALSE,FALSE,People & Blogs
8NHA23f7LvU,11/14/2017,The Graham Norton Show,24,2017-11-10T19:06:23.000Z,1496225,16116,236,605,FALSE,FALSE,Entertainment
w0XYVssCKjw,11/14/2017,Kevin Durant,17,2017-11-11T20:00:02.000Z,162597,5734,106,525,FALSE,FALSE,Sports
9XSULcLI6Hg,11/14/2017,JimBrowski 96HourNews,25,2017-11-12T15:24:29.000Z,9132,21,8,64,FALSE,FALSE,News & Politics
pjuPpVLXDQg,11/14/2017,ViralHog,2,2017-11-13T00:46:11.000Z,7265,89,8,22,FALSE,FALSE,Autos & Vehicles
9xSx-5tmq44,11/14/2017,Jeremy Jahns,24,2017-11-11T06:34:48.000Z,291597,8209,344,1062,FALSE,FALSE,Entertainment
4v0nOAzcG2A,11/14/2017,Jonathan Morrison,28,2017-11-11T15:38:32.000Z,290801,10237,377,1016,FALSE,FALSE,Science & Technology
oTObwUiXdYY,11/14/2017,TIME,25,2017-11-13T15:44:35.000Z,5304,52,13,68,FALSE,FALSE,News & Politics
1cgK-BIrXes,11/14/2017,YouTube Spotlight,24,2017-11-10T15:07:13.000Z,812516,26917,1979,4998,FALSE,FALSE,Entertainment
ujyTQNNjjDU,11/14/2017,GEazyMusicVEVO,10,2017-11-10T05:00:01.000Z,2642930,115795,3055,6410,FALSE,FALSE,Music
PABlVzeldaM,11/14/2017,U.S. Navy,25,2017-11-12T13:13:33.000Z,105058,493,54,347,FALSE,FALSE,News & Politics
6340tX9M_eM,11/14/2017,IGN,24,2017-11-10T19:00:00.000Z,537715,8231,413,970,FALSE,FALSE,Entertainment
8mhTWqWlQzU,11/14/2017,Safiya Nygaard,22,2017-11-11T01:19:33.000Z,2744430,115426,1110,6541,FALSE,FALSE,People & Blogs
t4YAyT4ihIQ,11/14/2017,Lele Pons,23,2017-11-10T18:30:01.000Z,3358068,120876,8279,6408,FALSE,FALSE,Comedy
MNiweoKXwfg,11/14/2017,INSIDER,24,2017-11-13T17:00:26.000Z,4732,203,6,33,FALSE,FALSE,Entertainment
Jw1Y-zhQURU,11/14/2017,John Lewis,26,2017-11-10T07:38:29.000Z,7224515,55681,10247,9479,FALSE,FALSE,How to & Style
2Vv-BfVoq4g,11/14/2017,Ed Sheeran,10,2017-11-09T11:04:14.000Z,33523622,1634124,21082,85067,FALSE,FALSE,Music
UFYCTJlayS4,11/14/2017,Sara Dietschy,1,2017-11-11T03:56:10.000Z,52591,2233,187,255,FALSE,FALSE,Film & Animation
cccyOn99s4Y,11/14/2017,MeganBatoon,24,2017-11-10T23:00:01.000Z,75822,2978,147,243,FALSE,FALSE,Entertainment
abGCYPCk294,11/14/2017,John Campea,24,2017-11-11T17:55:27.000Z,43715,1550,109,1031,FALSE,FALSE,Entertainment
lY_0mkYDZDU,11/14/2017,fosterthepeopleVEVO,10,2017-11-10T17:00:05.000Z,303956,18603,585,1745,FALSE,FALSE,Music
k8NxqyGcZA4,11/14/2017,Watch What Happens Live with Andy Cohen,24,2017-11-10T12:59:55.000Z,238643,2429,5381,2325,FALSE,FALSE,Entertainment
IE-xepGLVt8,11/14/2017,Mayo Clinic,28,2017-11-10T12:04:17.000Z,237307,1896,74,260,FALSE,FALSE,Science & Technology
ObIQ0s02UHg,11/14/2017,Jason Derulo,10,2017-11-10T14:40:48.000Z,1282413,37669,1732,1691,FALSE,FALSE,Music
cOc3tsFWoRs,11/14/2017,The Late Late Show with James Corden,24,2017-11-10T09:35:00.000Z,1497519,15504,353,1084,FALSE,FALSE,Entertainment
AJYb0Yom5UQ,11/14/2017,cocheusadoooo,23,2017-10-17T20:01:44.000Z,148226,355,47,178,FALSE,FALSE,Comedy
gLswXiRLdkA,11/14/2017,Amber Scholl,26,2017-11-11T02:42:23.000Z,484185,23296,1184,1858,FALSE,FALSE,How to & Style
MyEqfBkzESU,11/14/2017,John Maclean,26,2017-11-10T20:40:44.000Z,300617,8133,2693,2911,FALSE,FALSE,How to & Style
wJYE0sFOteE,11/14/2017,Bon App̩tit,26,2017-11-10T16:01:04.000Z,92523,2323,40,134,FALSE,FALSE,How to & Style
L_5_slz4ke4,11/14/2017,ABC News,25,2017-11-12T20:26:46.000Z,7524,67,19,56,FALSE,FALSE,News & Politics
OKoL852K9uA,11/14/2017,mayratouchofglam,26,2017-11-11T05:23:36.000Z,103927,3571,278,399,FALSE,FALSE,How to & Style
pa_oUisZZy0,11/14/2017,BuzzFeed Celeb,22,2017-11-11T00:30:16.000Z,177707,6271,88,275,FALSE,FALSE,People & Blogs
fNtLIcyjsnI,11/14/2017,Zero Media,1,2017-11-09T17:11:32.000Z,1751064,16430,945,1231,FALSE,FALSE,Film & Animation
_Iz83-Cmt6A,11/14/2017,CMAVEVO,10,2017-11-09T22:23:51.000Z,46746,439,66,55,FALSE,FALSE,Music
YlvCVbfS9M0,11/14/2017,Alan Walker,10,2017-11-11T15:11:18.000Z,746092,34839,537,2541,FALSE,FALSE,Music
arJ5h2TY3I4,11/14/2017,SUPERFRUIT,24,2017-11-10T17:00:51.000Z,836830,82320,1279,7998,FALSE,FALSE,Entertainment
-2RVw2_QyxQ,11/14/2017,Saint Louis Chess Club,27,2017-11-12T02:39:01.000Z,67429,438,23,23,FALSE,FALSE,Education
gEHCXl4J9Qo,11/14/2017,ABC Television Network,24,2017-11-10T02:32:15.000Z,2237404,72593,1830,3501,FALSE,FALSE,Entertainment
,11/14/2017,Animal Adventure Park,15,2017-11-12T00:18:43.000Z,45455,2282,35,17,FALSE,FALSE,Pets & Animals
b4vTZx_AtHk,11/14/2017,HowToBasic,26,2017-11-09T18:36:48.000Z,2063667,98804,11682,11443,FALSE,FALSE,How to & Style
kOnQocd799Y,11/14/2017,CinemaSins,1,2017-11-09T17:14:11.000Z,2736733,58967,3492,7915,FALSE,FALSE,Film & Animation
e4FApt6z55c,11/14/2017,kimbramusic,10,2017-11-10T15:43:00.000Z,165698,8599,361,930,FALSE,FALSE,Music
2XK4omx9uMU,11/14/2017,Capital FM,10,2017-11-10T14:40:32.000Z,836544,40195,373,976,FALSE,FALSE,Music
xfmipNU4Odc,11/14/2017,Hope For Paws - Official Rescue Channel,15,2017-11-10T18:02:04.000Z,284666,16396,81,949,FALSE,FALSE,Pets & Animals
jp9hK-jY6yY,11/14/2017,IISuperwomanII,23,2017-11-09T22:21:13.000Z,3371669,202676,3394,20086,FALSE,FALSE,Comedy
RkHuWjiR-LM,11/14/2017,Hopeless Records,10,2017-11-10T18:03:54.000Z,195685,14338,171,1070,FALSE,FALSE,Music
fCTKDn3Q8xQ,11/14/2017,Rachel and Jun,22,2017-11-09T11:24:14.000Z,1098897,43875,1326,4702,FALSE,FALSE,People & Blogs
DIU3xPdhCBI,11/14/2017,BBC Music,10,2017-11-09T22:26:10.000Z,893462,22326,833,943,FALSE,FALSE,Music
wnwF1FHybDQ,11/14/2017,Late Night with Seth Meyers,23,2017-11-10T11:00:04.000Z,225286,1731,193,206,FALSE,FALSE,Comedy
9oFP-pOMNwE,11/14/2017,H&M,24,2017-11-09T08:01:40.000Z,264793,3283,853,0,TRUE,FALSE,Entertainment
pz95u3UVpaM,11/14/2017,CamilaCabelloVEVO,10,2017-11-10T05:01:00.000Z,5476737,286268,4083,12254,FALSE,FALSE,Music
g5c1bk8weaQ,11/14/2017,Liza Koshy,23,2017-11-10T03:43:43.000Z,3578502,307435,2573,12248,FALSE,FALSE,Comedy
yuBqWcSKrCk,11/14/2017,TheEllenShow,24,2017-11-10T14:00:10.000Z,304926,3305,130,275,FALSE,FALSE,Entertainment
x9mh-SwSKas,11/14/2017,clothesencounters,26,2017-11-10T18:42:55.000Z,247319,10138,153,639,FALSE,FALSE,How to & Style
uiA4B5Y63IQ,11/14/2017,FoxSearchlight,1,2017-11-09T22:00:07.000Z,296434,3327,142,377,FALSE,FALSE,Film & Animation
viyRD5z6ilQ,11/14/2017,LukeBryanVEVO,10,2017-11-10T05:00:01.000Z,125962,5048,139,369,FALSE,FALSE,Music
QFfEtKvXMAs,11/14/2017,NiallHoranVEVO,10,2017-11-10T17:00:05.000Z,419341,53572,168,3083,FALSE,FALSE,Music
xg9ebVTL9yE,11/14/2017,empireofthesunvevo,10,2017-11-10T05:00:06.000Z,138988,7999,84,612,FALSE,FALSE,Music
fbHbTBP_u7U,11/14/2017,NFVEVO,10,2017-11-09T05:00:05.000Z,1774018,88417,1002,7686,FALSE,FALSE,Music
Ja_GMU7-sjs,11/14/2017,Marques Brownlee,28,2017-11-09T21:18:33.000Z,1575525,52829,1524,5864,FALSE,FALSE,Science & Technology
QOksZ8VogRw,11/14/2017,Atlantic Records,10,2017-11-09T17:03:42.000Z,626688,25115,499,1392,FALSE,FALSE,Music
RYs08kX3Ih4,11/14/2017,MsAaliyahJay,26,2017-11-10T01:30:00.000Z,219030,14303,398,1099,FALSE,FALSE,How to & Style
tOFkFZbPdnQ,11/14/2017,Danny Sapko,10,2017-11-09T00:44:51.000Z,493662,7693,181,388,FALSE,FALSE,Music
dW4wpGg64pE,11/14/2017,Vogue,24,2017-11-09T18:20:27.000Z,1017803,25122,628,1504,FALSE,FALSE,Entertainment
2VP846QcA_4,11/14/2017,Michelle Khare,24,2017-11-09T11:30:00.000Z,139955,4417,217,457,FALSE,FALSE,Entertainment
_dhneCO4YEE,11/14/2017,Full Frontal with Samantha Bee,22,2017-11-09T07:00:01.000Z,362009,5505,2356,1264,FALSE,FALSE,People & Blogs
EYkEshCOhEU,11/14/2017,Nicole Guerriero,22,2017-11-10T00:24:29.000Z,294387,15247,385,976,FALSE,FALSE,People & Blogs
Rq9-mW6HgQE,11/14/2017,The Late Show with Stephen Colbert,24,2017-11-09T08:35:00.000Z,844653,11616,313,1518,FALSE,FALSE,Entertainment
k29YnfttqEU,11/14/2017,Jimmy Kimmel Live,23,2017-11-09T04:58:04.000Z,1315873,9312,584,769,FALSE,FALSE,Comedy
Eg_kW5fw6qU,11/14/2017,SuperCarlinBrothers,22,2017-11-09T23:27:18.000Z,188003,9091,135,2814,FALSE,FALSE,People & Blogs
J_QGZspO4gg,11/14/2017,SiaVEVO,10,2017-11-09T15:45:05.000Z,1624771,84426,1130,5981,FALSE,FALSE,Music
PkRBTF6nt4E,11/14/2017,Business Insider,25,2017-11-10T13:00:02.000Z,125970,935,507,262,FALSE,FALSE,News & Politics
ozkqm2ifMw8,11/14/2017,2CELLOS,10,2017-11-10T13:24:10.000Z,205869,11198,120,446,FALSE,FALSE,Music
htvR_dBs3eg,11/14/2017,theneedledrop,10,2017-11-10T21:38:57.000Z,98422,2926,106,798,FALSE,FALSE,Music
qEEtzzi1EII,11/14/2017,Simon's Cat,15,2017-11-09T13:34:58.000Z,426078,19323,245,945,FALSE,FALSE,Pets & Animals
1Wk8ZRgXQnY,11/14/2017,Andy Grammer,10,2017-11-09T22:27:45.000Z,33315,1365,24,91,FALSE,FALSE,Music
8l_e6bx8UG8,11/14/2017,RemyMaVEVO,10,2017-11-08T17:00:00.000Z,1231518,32648,6221,9288,FALSE,FALSE,Music
lsfzA7sWlOM,11/14/2017,Nintendo,20,2017-11-09T19:59:48.000Z,154872,7683,164,1734,FALSE,FALSE,Gaming
RQDphL2MVlM,11/14/2017,Dina Tokio,26,2017-11-10T22:22:04.000Z,72626,3652,120,219,FALSE,FALSE,How to & Style
X7flefV8tec,11/14/2017,Team Coco,24,2017-11-09T02:37:49.000Z,366180,4364,4448,1997,FALSE,FALSE,Entertainment
cYw-oyJ7AEY,11/14/2017,PitbullVEVO,10,2017-11-10T08:00:01.000Z,264511,11736,532,743,FALSE,FALSE,Music
6nJw-jPQYVI,11/14/2017,Late Show with David Letterman,24,2015-05-21T07:55:00.000Z,192609,1345,24,126,FALSE,FALSE,Entertainment
5x1FAiIq_pQ,11/14/2017,Alicia Keys,10,2017-11-09T15:49:21.000Z,95944,1354,181,117,FALSE,FALSE,Music
LMCuKltaY3M,11/14/2017,ElbowVEVO,10,2017-11-10T08:00:01.000Z,154494,2163,147,211,FALSE,FALSE,Music
6Detw08jRhs,11/14/2017,MDNA SKIN,22,2017-11-09T18:24:34.000Z,53321,443,131,106,FALSE,FALSE,People & Blogs
vd4zwINEcLY,11/14/2017,poofables,24,2011-03-27T04:31:25.000Z,95085,909,52,193,FALSE,FALSE,Entertainment
7fm7mll2qvg,11/14/2017,SigridVEVO,10,2017-11-10T00:00:00.000Z,91776,4604,46,357,FALSE,FALSE,Music
5gFpcEKayz4,11/14/2017,MOMOMOYOUTHVEVO,10,2017-11-09T09:00:00.000Z,764716,35765,483,1159,FALSE,FALSE,Music
eHIY3HNNqzM,11/14/2017,TheScriptVEVO,10,2017-11-10T08:00:03.000Z,135337,7158,89,318,FALSE,FALSE,Music
q-WipZ9p0wk,11/14/2017,Brothers Green Eats,26,2017-11-09T14:00:08.000Z,77630,1991,83,208,FALSE,FALSE,How to & Style
zy0b9e40tK8,11/14/2017,Netflix,24,2017-11-09T09:00:07.000Z,378750,5642,146,675,FALSE,FALSE,Entertainment
rL4WkebTT_U,11/14/2017,Abroad in Japan,24,2017-11-09T15:06:34.000Z,151709,9210,71,1103,FALSE,FALSE,Entertainment
Y6eKxjMA9ek,11/14/2017,Tucker Gott,24,2017-11-09T16:00:09.000Z,175852,15909,200,852,FALSE,FALSE,Entertainment
Q6Usd3_fbq8,11/14/2017,Nahre Sol,10,2017-11-10T04:08:31.000Z,5149,242,0,54,FALSE,FALSE,Music
44NYFvhXmW8,11/14/2017,ThirtySecondsToMarsVEVO,10,2017-11-08T13:00:00.000Z,1905487,65854,2442,4490,FALSE,FALSE,Music
9wg3v-01yKQ,11/14/2017,HarryStylesVEVO,10,2017-11-08T13:00:01.000Z,9632678,810895,16139,59473,FALSE,FALSE,Music
F-j_6IuaYfw,11/14/2017,Wong Fu Productions,24,2017-11-08T21:05:20.000Z,476389,16106,950,2077,FALSE,FALSE,Entertainment
_qSW96a2aKY,11/14/2017,Keith Urban,24,2017-11-08T05:01:25.000Z,754558,11985,1356,1757,FALSE,FALSE,Entertainment
afgvlR9WmIQ,11/14/2017,Maroon5VEVO,10,2017-11-09T02:21:31.000Z,762616,20159,336,899,FALSE,FALSE,Music
_CJN_ryETIY,11/14/2017,X Factor Italia,24,2017-11-09T23:59:08.000Z,199429,10175,66,539,FALSE,FALSE,Entertainment
P4YJwy_T9pM,11/14/2017,Tyler Williams,22,2017-11-09T03:16:36.000Z,691229,31892,197,1404,FALSE,FALSE,People & Blogs
YqH4eWR7jDQ,11/14/2017,Stewart Brand,27,2012-06-10T19:24:38.000Z,6412,49,0,2,FALSE,FALSE,Education
r96KpNTcog4,11/14/2017,Chris and Jack,23,2017-11-09T14:00:17.000Z,108618,4989,58,274,FALSE,FALSE,Comedy
B4gXsobd_ao,11/14/2017,The School of Life,27,2017-11-09T14:00:01.000Z,79306,3809,127,670,FALSE,FALSE,Education
x8eLIJAM58M,11/14/2017,E! Entertainment,24,2017-11-08T14:00:05.000Z,812007,5894,951,851,FALSE,FALSE,Entertainment
6V_aZsATDsM,11/14/2017,Whitney Port,26,2017-11-09T17:22:40.000Z,55398,1170,22,336,FALSE,FALSE,How to & Style
qg0GdM60syI,11/14/2017,90s Commercials,27,2017-03-31T21:46:53.000Z,773,2,0,0,FALSE,FALSE,Education
8j_BYfVEyhA,11/14/2017,Breakfast Club Power 105.1 FM,24,2017-11-08T13:34:23.000Z,581288,5075,725,1780,FALSE,FALSE,Entertainment
9ymjcSvEyhk,11/14/2017,Enter Shikari,10,2017-11-09T14:00:04.000Z,99619,3959,158,335,FALSE,FALSE,Music
oB3SAI2oCqk,11/14/2017,Caterham Cars,2,2017-11-09T09:59:31.000Z,4850,22,1,1,FALSE,FALSE,Autos & Vehicles
HNa_UWX51_s,11/14/2017,PostmodernJukebox,10,2017-11-09T18:46:37.000Z,226088,10844,302,555,FALSE,FALSE,Music
08nkwgZIE4I,11/14/2017,PinkVEVO,10,2017-11-08T22:04:53.000Z,651036,23338,442,1101,FALSE,FALSE,Music
5Smb3tZD1Qc,11/14/2017,Tamar Chronicles,24,2017-11-08T18:00:00.000Z,451356,3454,284,623,FALSE,FALSE,Entertainment
YHDbsyyjld0,11/14/2017,Kitten Lady,15,2017-11-09T23:44:18.000Z,46571,4250,16,408,FALSE,FALSE,Pets & Animals
uyl6WtHEYOQ,11/14/2017,Guinness World Records,24,2017-11-10T20:39:51.000Z,28539,681,25,45,FALSE,FALSE,Entertainment
bhoFXkVy8JA,11/14/2017,Blockbuster,1,2017-10-13T08:20:03.000Z,12609,40,79,17,FALSE,FALSE,Film & Animation
_w58R1OGQFA,11/14/2017,TrainVEVO,10,2017-11-09T15:00:02.000Z,30021,569,42,44,FALSE,FALSE,Music
BEweWXa5Twk,11/14/2017,Christen Dominique,26,2017-11-09T03:27:36.000Z,471266,23634,460,1714,FALSE,FALSE,How to & Style
egXr0PU-kCY,11/14/2017,James Charles,24,2017-11-08T22:17:37.000Z,1073134,47793,1886,5358,FALSE,FALSE,Entertainment
fIQ2Ty2OL34,11/14/2017,FreeDawkins,17,2017-11-10T04:00:52.000Z,18573,420,10,236,FALSE,FALSE,Sports
d_j512i2k6c,11/14/2017,The Infographics Show,27,2017-11-08T20:30:01.000Z,250193,5748,332,1197,FALSE,FALSE,Education
4d07RXYLsJE,11/14/2017,Jenny Hanell,28,2017-11-04T20:48:16.000Z,1827,3,0,2,FALSE,FALSE,Science & Technology
DOIw62TXYkg,11/14/2017,PetaPixel,28,2017-11-07T19:22:49.000Z,2457408,2707,200,209,FALSE,FALSE,Science & Technology
0lbJHqAGpbA,11/14/2017,RM Videos,23,2017-11-09T16:53:13.000Z,51143,258,5,10,FALSE,FALSE,Comedy
JuP1Z8xpRb8,11/14/2017,BrianJustinCrum,24,2017-11-09T17:01:01.000Z,27010,1666,36,150,FALSE,FALSE,Entertainment
CR9zYgr84QY,11/14/2017,CupcakeJemma,26,2017-11-09T18:30:01.000Z,122669,5723,55,263,FALSE,FALSE,How to & Style
1640fZpYBSY,11/14/2017,Anaki Abo,22,2017-11-07T18:54:39.000Z,358597,1211,72,593,FALSE,FALSE,People & Blogs
M2-IpsWQUWs,11/14/2017,Katy Perry,24,2017-11-09T19:11:16.000Z,56012,6243,106,414,FALSE,FALSE,Entertainment
7m630xvAJtA,11/14/2017,I'm With Her,22,2017-11-09T16:33:02.000Z,6148,121,3,19,FALSE,FALSE,People & Blogs
510KQ_LXGww,11/14/2017,Zoella,26,2017-11-08T18:24:16.000Z,1390440,86207,1775,710,FALSE,FALSE,How to & Style
CO9dIyNM_9Q,11/14/2017,Storyful News,25,2017-11-07T22:59:49.000Z,244532,633,174,765,FALSE,FALSE,News & Politics
hX643KbiI4s,11/14/2017,Tu Fan,24,2017-11-08T21:50:37.000Z,82087,998,93,289,FALSE,FALSE,Entertainment
mwpHSMv1pI4,11/14/2017,MyHarto,23,2017-11-09T01:27:53.000Z,359120,15130,223,1143,FALSE,FALSE,Comedy
Mfiim71QdYQ,11/14/2017,Chicago Sun-Times,25,2017-11-08T18:39:38.000Z,33768,426,88,550,FALSE,FALSE,News & Politics
UFPSIa1cLRQ,11/14/2017,PhilPhillipsVEVO,10,2017-11-09T05:00:01.000Z,38068,2195,28,154,FALSE,FALSE,Music
o78x918zbFk,11/14/2017,Tati,26,2017-11-08T18:00:05.000Z,1277364,56867,2148,25326,FALSE,FALSE,How to & Style
iNf6VErGDLI,11/14/2017,Ozuna,10,2017-11-08T14:00:09.000Z,1498866,67227,1473,4645,FALSE,FALSE,Music
6ixU_vdE0Es,11/14/2017,Madelaine Petsch,22,2017-11-08T22:13:18.000Z,280065,20289,38,939,FALSE,FALSE,People & Blogs
wRGldR_SQAA,11/14/2017,Steve Kovach,22,2017-11-09T18:01:04.000Z,2259,0,0,0,FALSE,FALSE,People & Blogs
agKDPntMv-E,11/14/2017,ESPN,17,2017-11-08T15:59:06.000Z,470191,4037,430,1553,FALSE,FALSE,Sports
Xl38SuxyrgM,11/14/2017,LetsGoWarriors,17,2017-11-09T07:27:32.000Z,16305,147,13,47,FALSE,FALSE,Sports
